tconst,averageRating,numVotes
tt8084178,9.2,7720
tt8084180,9.7,12937
tt8084184,8.2,7516
tt8919312,9.4,9258
tt8919318,9.5,10109
tt10883092,9.8,17944
tt3080196,7.1,264
tt4057144,6.8,249
tt4073776,7.6,201
tt4086010,7.1,176
tt4073796,8.0,203
tt4109292,7.5,163
tt4109296,7.6,163
tt4109302,7.2,145
tt4109304,7.3,139
tt4205118,7.6,152
tt4427974,8.0,165
tt5658298,8.0,124
tt5662340,7.9,118
tt5695410,8.2,126
tt5714046,8.0,125
tt5737914,7.8,112
tt5751826,7.7,124
tt5765698,7.7,107
tt5784476,8.2,137
tt5825060,8.2,117
tt5825126,8.6,154
tt0080453,5.8,70588
tt1363447,6.9,3544
tt1366779,7.0,3041
tt1366780,7.1,2835
tt1366781,7.3,2751
tt1366782,7.1,2659
tt1366783,7.6,2694
tt1467703,7.9,2798
tt1490874,8.0,2677
tt1490293,7.6,2576
tt1504600,8.2,2642
tt1504148,7.6,2777
tt1536813,7.8,2409
tt1509675,7.6,2434
tt1559848,8.0,2385
tt1541365,7.8,2351
tt1545370,8.0,2369
tt1559854,8.1,2353
tt1523800,8.2,2651
tt1531526,8.3,2646
tt1539432,8.7,2891
tt1559850,7.8,2286
tt1559852,7.9,2271
tt1559849,7.9,2314
tt1559853,7.9,2276
tt1559857,8.2,2341
tt1559851,7.5,2285
tt1587573,8.6,2413
tt1559855,7.8,2230
tt1559856,8.5,2429
tt1587572,8.5,2384
tt2471500,8.0,11161
tt2471502,8.2,9420
tt2471506,8.2,8823
tt2461634,8.5,8647
tt2461632,8.8,9089
tt2461638,9.1,10120
tt3655782,8.4,7873
tt3683570,8.3,7310
tt3683572,8.5,7162
tt3683574,8.4,7012
tt3683578,8.7,7151
tt3683576,9.5,12209
tt4277144,8.1,7169
tt4370544,8.8,7177
tt4370546,8.6,6582
tt4370550,8.7,6630
tt4370554,8.3,6419
tt4370552,9.5,10641
tt5755998,9.4,10454
tt6227888,9.1,7960
tt6227890,8.5,6808
tt6227892,8.6,6645
tt6227900,8.7,6931
tt6056650,9.4,10557
tt5756000,8.3,7887
tt6227902,8.8,7333
tt6229668,8.4,6356
tt6229670,8.8,6710
tt6229672,8.6,5938
tt6056652,9.2,9059
tt2991728,8.3,3524
tt2991746,7.6,2929
tt2991752,8.6,3380
tt2991742,8.0,2511
tt2991764,8.8,3125
tt2991762,8.4,2603
tt3780302,8.3,2420
tt3780304,8.1,2231
tt3780308,9.0,3266
tt3780310,8.1,1986
tt3780314,7.9,2048
tt3780316,8.3,1968
tt3780320,8.2,1981
tt3780322,8.5,2027
tt3780326,8.8,2053
tt3781008,8.9,2401
tt4786300,8.6,2164
tt4805826,8.3,1802
tt4833968,8.2,1713
tt4849368,9.1,3141
tt4853882,8.4,1658
tt4853880,8.3,1657
tt4853884,8.5,1687
tt4853878,7.9,1668
tt4786304,8.3,2404
tt0713618,8.5,9315
tt0713624,7.9,7372
tt0713613,7.9,6788
tt0713617,8.0,6436
tt0713611,8.3,6576
tt0713622,8.2,6158
tt0713615,7.8,5979
tt0713612,6.8,6464
tt0713623,8.8,6379
tt0713610,8.3,5902
tt0713620,8.6,6100
tt0713614,8.7,6394
tt0713619,7.3,5899
tt0713616,8.1,5515
tt0757750,8.2,5693
tt0713621,8.5,5453
tt0763064,8.2,5608
tt0763065,8.5,5559
tt0761316,8.6,5829
tt0772002,8.8,5587
tt0775325,9.2,6453
tt0767486,8.4,5360
tt0829063,9.2,6710
tt0829062,8.1,5377
tt0835248,8.2,5127
tt0837741,7.9,5033
tt0851031,8.4,5071
tt0855641,8.2,5003
tt0859555,8.6,5228
tt0868625,8.7,5270
tt0878590,8.6,5341
tt0883872,8.4,4882
tt0890836,8.3,5047
tt0942145,8.9,5508
tt0921622,7.9,4879
tt0940441,8.7,5204
tt0939444,9.1,6475
tt0942786,8.8,5721
tt0959976,8.7,5884
tt0964436,8.4,5415
tt1000536,8.6,5148
tt0987715,9.3,6655
tt0987713,9.1,5717
tt0987714,9.4,6652
tt1032129,8.5,5168
tt1032134,8.6,5114
tt1107710,9.2,6387
tt1032135,8.2,4771
tt1032137,8.3,4839
tt1032138,8.0,4784
tt1032139,8.4,4694
tt1032140,8.6,5500
tt1032141,8.4,4702
tt1032130,8.4,4735
tt1032132,9.4,8040
tt1032131,9.3,6291
tt1032133,7.5,5820
tt1206073,7.8,4513
tt1222593,8.4,4629
tt1222594,9.2,5976
tt0252866,6.4,255910
tt0163651,7.0,405690
tt0120484,6.1,164416
tt0328828,6.3,206556
tt1636826,6.6,210258
tt0343660,6.8,354523
tt0109686,7.3,383913
tt1488555,6.3,183160
tt0175142,6.2,260433
tt0486551,6.2,68613
tt5183578,8.2,1252
tt1222611,9.2,6172
tt1222612,8.0,4313
tt1222610,8.4,5655
tt1222613,9.1,6561
tt1222614,8.4,4759
tt1222615,8.6,4626
tt1222616,8.6,4843
tt1222596,8.9,5231
tt1222597,7.9,4357
tt1222598,7.9,4266
tt1222599,8.6,5147
tt1222600,8.4,4545
tt1222601,8.6,4734
tt1222602,9.1,5441
tt1222603,8.6,4998
tt1222604,9.2,5947
tt1222605,8.2,4059
tt1222607,8.7,4802
tt1222608,8.5,4532
tt1222609,9.3,5992
tt1222595,9.4,7940
tt1222606,8.5,5005
tt1461906,8.7,4711
tt1464088,8.6,4353
tt1464089,8.5,4484
tt1488983,7.9,4261
tt1506849,8.5,4273
tt1507550,8.7,4664
tt1511910,9.6,9870
tt1533530,8.8,4738
tt1532469,9.2,5346
tt1543420,8.5,4331
tt1552579,8.2,4074
tt1541419,9.0,4778
tt1588681,8.8,4541
tt1588682,8.4,3917
tt1588256,8.7,4457
tt1588255,8.3,4030
tt1594854,8.9,4413
tt1598673,9.0,5033
tt1599805,8.6,3883
tt1626754,9.2,5015
tt1626753,9.7,10491
tt1627706,7.7,4263
tt1627717,7.8,3690
tt1627721,8.1,3611
tt1627722,9.1,4760
tt1627724,8.3,3758
tt1627723,8.4,3618
tt1627725,8.0,3428
tt1627726,7.7,3444
tt1627727,8.4,3932
tt1627707,8.6,3658
tt1627708,9.1,4067
tt1627709,8.3,3549
tt1627710,7.9,3327
tt1627711,7.4,3440
tt1627712,9.6,9943
tt1627713,8.2,3387
tt1627715,8.6,3836
tt1627714,9.0,4306
tt1627716,8.5,3519
tt1627718,8.9,4411
tt1627719,8.5,3515
tt1864037,8.9,4179
tt1995102,9.0,4621
tt1995113,8.4,3527
tt1995118,8.1,3624
tt1995119,7.9,3431
tt1995120,8.0,3708
tt1995121,8.6,3637
tt1995122,7.9,3292
tt1995123,7.8,3665
tt1995124,8.4,3351
tt1995103,9.2,4545
tt1995104,8.0,3426
tt1995105,8.8,4040
tt1995106,8.0,3448
tt1995107,8.1,3503
tt1995108,8.1,3326
tt1995109,8.1,3292
tt1995110,8.9,4184
tt1995111,8.4,3473
tt1995112,8.4,3366
tt1995114,9.0,4252
tt1995115,8.5,3432
tt1995116,8.4,3238
tt1995117,8.8,4088
tt2373078,8.3,3948
tt2404088,8.3,3870
tt2293862,7.6,3783
tt2323362,7.1,4670
tt2388382,8.0,3684
tt2372414,7.9,3289
tt2425360,8.3,3675
tt2426140,8.8,4442
tt2426138,8.2,3291
tt2425378,8.2,3604
tt2498912,8.7,4161
tt0381707,5.7,145758
tt0120746,6.8,184371
tt0362120,5.1,121789
tt0396269,7.0,355346
tt5931646,8.2,6425
tt5931648,8.1,5270
tt5931652,8.6,5261
tt5937294,8.1,4666
tt5941434,8.1,4480
tt5943926,8.7,4756
tt5931656,9.0,5261
tt5943930,8.0,4129
tt5943932,8.7,4254
tt5943928,7.9,4435
tt6849500,8.8,4818
tt7435238,8.2,4176
tt7435240,7.9,3809
tt7435246,8.0,3443
tt7435248,8.8,4072
tt7435250,8.2,3408
tt7435252,8.7,3762
tt7435254,8.9,3943
tt7435256,9.0,4326
tt7435258,8.3,3910
tt7435260,8.3,3301
tt7435264,8.5,4530
tt7435244,7.9,3504
tt8363118,8.3,4015
tt9364446,7.7,3390
tt9364456,8.0,3439
tt9364002,7.9,3148
tt9399406,8.4,3402
tt9471720,8.1,3098
tt9754688,8.2,2898
tt9754692,9.3,5816
tt9399412,8.1,3511
tt9471724,7.2,3130
tt9471726,7.6,3320
tt9471728,6.3,4811
tt9754680,9.2,5242
tt5124962,8.2,1229
tt5255258,8.8,1482
tt4925292,7.4,287666
tt0829482,7.6,576149
tt1245492,6.6,411336
tt0405159,8.1,684067
tt0066765,7.5,30423
tt1160419,8.0,613869
tt1068680,6.8,361305
tt0162661,7.3,358214
tt0099487,7.9,486795
tt0118789,7.4,54368
tt1333125,4.3,106080
tt0377818,5.1,79242
tt0111257,7.3,362724
tt1134629,6.3,13713
tt2720680,6.7,39732
tt1073498,2.8,108220
tt0332452,7.3,532363
tt0071853,8.2,538852
tt0087843,8.3,349910
tt0145487,7.4,810466
tt0118971,7.5,370029
tt0120338,7.9,1159690
tt0515236,8.1,3779
tt0515256,8.4,3324
tt0515212,8.1,3043
tt0515223,8.3,2892
tt0515214,8.2,2763
tt0515257,8.0,2670
tt0515221,8.1,2618
tt0515231,8.1,2568
tt0515247,8.4,2534
tt0515235,9.1,3229
tt0515210,8.4,2436
tt0515244,8.5,2533
tt0515246,8.1,2374
tt0515208,8.5,2404
tt0515222,8.7,2515
tt0515228,8.2,2293
tt0515211,8.1,2285
tt0515224,8.7,2373
tt0515226,8.4,2456
tt0515258,7.9,2255
tt0515232,8.5,2326
tt0515238,8.2,2522
tt0515253,8.7,2358
tt0515254,8.5,2309
tt0515209,8.8,2458
tt0515219,9.0,2610
tt0515243,8.5,2197
tt0515207,9.0,2686
tt0515248,8.1,2100
tt0515239,8.0,2065
tt0515213,8.0,2081
tt0515240,8.3,2205
tt0515234,8.3,2068
tt0515220,8.7,2180
tt0515229,8.6,2206
tt0515251,8.5,2125
tt0515255,8.6,2179
tt0515227,9.0,2487
tt0515245,8.5,2063
tt0515241,8.9,2198
tt0515250,8.6,2106
tt0515249,8.3,2088
tt0515218,8.6,2101
tt0515233,8.2,2066
tt0515230,8.7,2242
tt0515252,8.6,2094
tt0515237,8.0,1932
tt0515225,8.8,2147
tt0515242,8.7,2211
tt0515216,8.5,1986
tt0515217,8.6,2031
tt0515215,8.8,2088
tt0757386,9.2,2745
tt2128813,7.4,2221
tt2128815,6.9,1825
tt2128816,6.9,1716
tt2128817,7.6,1611
tt2128818,7.7,1610
tt2128819,7.1,1473
tt2128820,8.3,1664
tt2128821,7.6,1435
tt2128822,7.6,1410
tt2128814,7.7,1411
tt2495824,8.4,1571
tt2604336,8.1,1399
tt2604334,8.1,1410
tt2604338,8.1,1413
tt2826310,8.1,1459
tt4589902,7.0,1140
tt4861452,7.1,995
tt4861456,7.4,954
tt4861458,7.4,921
tt4861460,7.3,903
tt4861462,7.5,903
tt4861466,7.5,886
tt4861470,7.3,891
tt4861472,7.0,743
tt4861478,7.0,695
tt4861482,6.7,665
tt4861486,7.4,681
tt4861484,6.8,669
tt4861490,6.6,667
tt4861494,7.1,657
tt4589904,7.8,841
tt0110148,7.5,321144
tt0367594,6.7,477252
tt0398808,7.2,157216
tt5253620,8.2,1249
tt5339002,8.5,1270
tt0362165,2.2,56447
tt0290334,7.4,548335
tt5374770,8.8,1402
tt5562344,8.7,1412
tt5339026,7.9,1167
tt0110366,6.3,50101
tt0382625,6.6,431647
tt10370710,7.8,60591
tt7961060,7.7,27740
tt10698464,8.8,10146
tt10906292,8.3,6743
tt10062310,8.4,11025
tt10062312,8.7,10272
tt10062314,8.4,9310
tt10062318,8.4,9038
tt10062320,8.2,8760
tt10062322,8.4,8849
tt11138512,7.1,175248
tt10906300,8.1,5342
tt10906306,8.1,4982
tt10906296,8.1,5903
tt10906308,9.3,11086
tt1877830,7.9,600743
tt0242423,5.5,140344
tt0075314,8.2,820552
tt1284388,8.0,4084
tt1259489,7.8,3138
tt1261700,8.0,2962
tt1261701,8.0,2818
tt1261702,8.2,2751
tt1261703,8.0,2638
tt1261704,8.0,2599
tt1261705,8.7,2782
tt1261706,8.1,2508
tt1261707,8.2,2512
tt1261696,8.3,2496
tt1261697,9.1,3163
tt1261698,9.1,3178
tt1303554,8.6,2588
tt1303559,8.1,2323
tt1303560,8.0,2274
tt1303561,8.1,2259
tt1303562,8.5,2279
tt1303563,8.6,2299
tt1303564,8.8,2400
tt1303565,8.5,2299
tt1303566,8.2,2228
tt1303555,9.1,2782
tt1303556,8.7,2344
tt1303557,9.0,2622
tt1303558,9.3,3304
tt1559905,9.0,2851
tt1559910,7.9,2158
tt1559911,7.9,2202
tt1559912,8.1,2127
tt1559913,8.1,2069
tt1559914,7.9,2075
tt1559915,8.0,2049
tt1559916,7.9,2125
tt1559917,8.1,2059
tt1559906,8.6,2144
tt1559907,8.7,2184
tt1559908,8.5,2132
tt1559909,9.7,5955
tt1989270,8.8,2564
tt1974884,8.3,2037
tt1989269,8.2,1980
tt1977537,7.9,1945
tt1989268,8.1,1944
tt2016680,8.8,2154
tt2010656,8.6,2034
tt2021956,9.0,2182
tt2050258,8.5,1957
tt2049291,9.2,2407
tt2085522,9.0,2222
tt2083709,9.1,2309
tt2105914,9.0,2272
tt2105915,9.0,2585
tt2175526,8.9,2669
tt2254710,8.4,2114
tt2222136,9.4,3460
tt2254722,8.4,2155
tt2254728,8.2,2103
tt2315090,8.3,1951
tt2315092,8.4,1960
tt2315094,8.5,1932
tt2315100,8.0,1872
tt2315096,8.4,1901
tt2315098,8.7,1980
tt2315102,8.9,2085
tt2315104,9.3,2703
tt2966864,7.7,2001
tt2524432,8.2,2518
tt2980966,8.0,1903
tt3155914,9.1,2496
tt3180174,8.7,2157
tt3198434,8.5,2035
tt3212886,8.1,1981
tt3147428,7.8,1809
tt3175848,8.7,2011
tt3188850,8.2,1822
tt3240506,9.3,2880
tt3240508,8.8,2097
tt3240510,9.5,4516
tt3383464,8.1,2674
tt3894464,8.0,2142
tt3838552,7.8,2078
tt3898634,8.6,2286
tt3901218,8.5,2076
tt3902190,8.4,2106
tt3901214,8.0,1949
tt3902192,7.9,1968
tt3908440,8.5,2121
tt3903590,9.1,3040
tt3908442,9.4,3685
tt3903588,9.4,3783
tt3885886,9.5,7063
tt1973786,8.8,5430
tt1973785,8.2,3447
tt1976882,8.1,3125
tt1977541,8.0,2979
tt2003931,8.1,2864
tt1973787,8.0,2846
tt1987364,8.5,2981
tt1987365,8.1,2756
tt1985804,8.4,2669
tt1986650,8.3,2644
tt1995990,8.4,2633
tt2014019,8.8,2988
tt2185442,8.9,3229
tt2397283,8.3,2548
tt2199752,8.2,2455
tt2199756,8.4,2478
tt2253942,8.7,2641
tt2199758,8.4,2441
tt2268628,9.0,2956
tt2305044,8.5,2653
tt2310538,8.7,2516
tt2310526,9.2,3383
tt2583678,8.1,2469
tt2583680,8.4,2371
tt2583682,8.2,2294
tt2660120,8.5,2280
tt2671864,8.4,2278
tt2560618,8.7,2791
tt2529130,8.4,2829
tt2850832,8.4,2305
tt2983982,8.3,2238
tt2983986,8.3,2174
tt2983988,8.1,2085
tt2983994,8.6,2316
tt2983996,8.6,2405
tt3053154,8.6,2169
tt3132574,8.3,2104
tt3132584,8.4,2249
tt3563802,8.3,2067
tt3570124,9.0,2461
tt3591456,8.3,1919
tt3599424,8.9,2168
tt3607734,8.7,2066
tt3639420,9.3,3244
tt3285896,8.4,2456
tt3783016,8.3,2015
tt3800126,8.3,1999
tt3832646,8.1,1918
tt3839596,8.3,1914
tt3839598,8.8,2178
tt3881112,8.8,2270
tt3895112,8.9,2157
tt3953700,9.2,2545
tt3923868,9.5,3649
tt4231052,8.9,2332
tt4383488,8.3,1851
tt4410566,8.7,2132
tt3951374,8.5,1969
tt4434386,9.1,2625
tt4454772,9.0,2353
tt4503862,8.8,2805
tt4649068,8.5,2207
tt4649074,8.8,2153
tt4800888,8.9,2351
tt4845228,8.5,1975
tt4779252,8.6,1987
tt4815634,9.2,2868
tt4905626,9.0,2316
tt4923722,8.8,2220
tt4938410,9.7,9227
tt5176286,9.3,3054
tt5181364,8.9,2180
tt5181368,8.7,2052
tt5181370,9.3,2596
tt5181372,9.5,3844
tt5181374,9.3,3637
tt5498940,8.1,2470
tt5513372,8.0,1871
tt5895102,8.3,1745
tt5895096,8.2,1705
tt5895106,8.1,1569
tt5895108,7.9,1550
tt5895110,8.0,1561
tt5895112,8.5,1694
tt5880940,9.1,2414
tt5880946,9.5,3969
tt5880950,8.1,1812
tt5880956,8.6,1741
tt5880960,8.3,1537
tt5895116,8.2,1413
tt5937920,8.2,1417
tt5937924,9.5,4549
tt5934988,8.5,2154
tt5937932,8.1,1500
tt7006210,7.7,1374
tt6896678,7.9,1313
tt6949856,7.7,1241
tt7022000,8.2,1310
tt7016302,8.2,1329
tt7027760,8.5,1393
tt7222256,7.8,1215
tt7222258,8.8,1956
tt7222260,8.0,1329
tt7222262,7.5,1179
tt7222264,8.4,1418
tt7222270,8.3,1168
tt7222272,7.8,1630
tt7222268,8.2,1210
tt4578466,8.8,2343
tt4941520,8.6,1995
tt5068464,8.1,1730
tt5015108,8.0,1726
tt5019538,8.2,1730
tt5030014,8.4,1724
tt5060376,8.1,1689
tt5158338,7.9,1765
tt5135540,9.1,2444
tt5182064,8.5,1765
tt5182070,7.4,1556
tt5182072,7.6,1563
tt5182074,7.7,1556
tt5182076,7.5,1499
tt5155304,9.2,2625
tt5182078,7.4,1471
tt5182084,8.0,1711
tt5182088,8.9,2382
tt5182086,7.8,2185
tt5182092,7.7,1510
tt5182096,8.1,1478
tt5182098,8.5,1581
tt5640786,8.9,2088
tt3381714,8.2,2402
tt4045862,7.9,2048
tt3977666,7.8,1950
tt4061178,7.8,1913
tt4054174,7.6,1944
tt4109836,7.9,1993
tt4094332,8.1,1895
tt4156774,8.5,2034
tt4210902,8.8,2398
tt4283600,8.6,2090
tt4287704,7.5,1763
tt4355076,7.4,1781
tt4378652,7.7,1734
tt4454532,8.0,1820
tt4472210,6.9,1992
tt4491502,8.3,1923
tt4509728,7.7,1675
tt4527132,8.1,1827
tt4578464,8.8,2089
tt4558970,7.9,1650
tt4578448,8.7,1919
tt4578450,9.1,2559
tt2920128,8.2,4792
tt3173404,7.9,3542
tt3173406,7.6,3140
tt3173408,8.1,3169
tt3173410,7.7,2857
tt3265304,7.8,2702
tt3277226,7.6,2627
tt3276448,7.8,2568
tt3276450,8.9,3520
tt3276452,8.8,3108
tt3276454,8.3,2583
tt3276456,7.8,2329
tt3276458,8.0,2332
tt3276460,7.7,2321
tt3276462,7.9,2307
tt3276464,8.0,2283
tt3276466,7.8,2258
tt3276468,8.1,2189
tt3276470,8.4,2240
tt3276472,7.9,2144
tt3276474,8.4,2279
tt3276476,8.8,2717
tt5257552,8.0,1571
tt6047394,7.8,1449
tt6047396,7.7,1342
tt5992968,7.2,1339
tt4227538,8.8,23088
tt4562758,8.5,17519
tt4625856,8.2,16016
tt4625862,8.6,15980
tt4625866,8.6,15262
tt4630544,8.8,15443
tt4630546,9.4,20763
tt4458814,8.7,14543
tt5220026,9.3,19040
tt5229638,9.7,30711
tt6243294,8.2,13183
tt6243296,8.1,11285
tt6243298,7.9,10549
tt6243300,8.9,13824
tt6243302,7.8,11502
tt6243304,8.0,9879
tt6243306,8.5,10905
tt6243308,9.2,18142
tt6243310,8.7,10828
tt6243312,8.7,12289
tt10011160,7.2,9443
tt10011158,7.8,7651
tt10011156,8.2,8122
tt10011154,7.9,9304
tt10011152,8.7,9869
tt10011150,8.1,8581
tt9899922,8.2,9082
tt8358332,8.2,11170
tt2283336,5.6,134120
tt1981115,6.8,677881
tt3501632,7.9,739961
tt9419884,7.0,386093
tt10573616,8.0,7812
tt10573618,7.7,6635
tt10573620,7.9,6403
tt10573622,8.5,7016
tt10573624,8.4,8189
tt1131729,7.3,111943
tt10573626,9.2,9714
tt10573628,6.9,5514
tt10573630,7.2,4983
tt10573632,7.5,4821
tt10573634,7.7,5166
tt12191076,7.2,4530
tt0120903,7.3,612986
tt15068862,7.7,3718
tt15134338,8.3,3848
tt15176904,8.8,4959
tt15452848,8.7,4111
tt15541082,8.2,3396
tt15541086,8.3,3405
tt15723862,7.0,3839
tt0473075,6.6,289780
tt9788618,7.3,43492
tt10582302,7.3,39631
tt0120616,7.1,427707
tt0086250,8.3,830717
tt0167404,8.2,984012
tt0120382,8.2,1064505
tt0110413,8.5,1148184
tt10693728,8.4,488
tt11908150,7.6,347
tt1253863,6.2,301070
tt12724658,7.7,348
tt12064154,7.6,317
tt11997184,7.5,320
tt13278800,7.8,308
tt13432982,7.3,294
tt11609034,7.2,25618
tt8267604,8.4,88442
tt13432984,8.0,298
tt11198338,8.8,45185
tt11198340,8.5,33909
tt13432986,7.6,284
tt13438092,8.2,307
tt13450684,8.1,272
tt14482482,7.9,269
tt14482484,8.6,343
tt10648342,6.4,266634
tt11609038,7.1,17918
tt11609040,6.8,11655
tt0363163,8.2,354583
tt11198346,8.2,19988
tt0861739,8.0,104226
tt1555149,8.0,83242
tt0197139,9.2,4473
tt2169102,8.3,2372
tt2333756,7.7,1573
tt2386714,7.6,1361
tt2386716,7.4,1255
tt2457176,7.8,1193
tt2161128,7.6,1212
tt2481792,7.6,1132
tt2522196,7.3,1099
tt2479358,7.4,1068
tt2579104,7.0,1071
tt2649034,7.1,957
tt2649068,7.3,945
tt2675842,7.8,988
tt2675850,7.5,938
tt2675848,7.7,1108
tt2751234,8.0,1177
tt3196602,7.5,833
tt3241172,7.8,789
tt3241174,7.6,785
tt3253608,7.6,740
tt3464706,8.0,772
tt3325864,7.8,754
tt3401836,7.4,672
tt3520038,8.1,805
tt3551746,7.4,674
tt3501804,7.6,673
tt3554012,7.5,652
tt3531520,7.7,666
tt3588286,7.8,700
tt3588288,7.9,764
tt3587392,7.3,758
tt4173488,7.3,637
tt4139568,7.2,595
tt4166390,7.1,584
tt4244852,7.3,612
tt4220150,7.6,592
tt4227738,7.2,549
tt4294382,7.5,574
tt4345124,7.5,555
tt4346402,8.0,654
tt4483502,7.2,501
tt4501568,7.5,486
tt4507248,7.8,509
tt4630394,7.9,523
tt4630396,7.9,673
tt0678483,8.7,7023
tt0678475,8.5,4898
tt0678477,8.4,4551
tt0678478,8.6,4421
tt0678480,8.8,4522
tt0678484,9.2,5505
tt0678482,9.1,4949
tt0678486,8.6,4106
tt0678487,8.4,4033
tt0678485,8.5,3974
tt0678476,8.5,3974
tt0678481,8.7,3940
tt0678479,9.0,4329
tt0761211,8.9,4172
tt0761209,8.4,3874
tt0761208,8.5,4086
tt0782518,8.5,3870
tt0789620,8.7,3898
tt0761210,8.7,4017
tt0761212,9.1,4531
tt0769383,9.5,6700
tt0799332,9.3,5944
tt5705890,7.7,4405
tt5908776,7.7,3799
tt5908778,7.6,3570
tt5707984,8.1,3587
tt5908780,8.2,3497
tt5908782,8.8,3922
tt6733136,9.2,5209
tt9679520,8.4,3536
tt9679522,8.9,3820
tt9679524,8.9,3861
tt9679526,8.7,3470
tt6733140,9.3,4932
tt6857118,7.9,4744
tt6916926,7.6,4125
tt6916932,8.5,4422
tt6916940,8.0,3768
tt7054032,8.0,3693
tt7155598,8.1,3664
tt7027472,7.7,3604
tt7155610,8.7,4472
tt8880862,7.6,3066
tt9574650,8.2,2831
tt10540520,8.1,2687
tt10540524,8.2,2666
tt10540534,7.7,2539
tt10540538,7.8,2544
tt10540540,8.9,3344
tt10540548,8.6,3210
tt1610527,8.1,52005
tt9606374,6.4,32228
tt0335266,7.7,452172
tt14296084,8.2,1131
tt15567436,8.1,823
tt15567438,8.2,734
tt15329968,7.9,622
tt15567480,8.8,642
tt15315082,8.2,609
tt15567440,8.3,552
tt15567442,9.1,745
tt15567444,9.0,746
tt15567450,9.0,723
tt5449928,8.2,1212
tt5478564,8.5,1218
tt5339034,8.2,1197
tt4759442,8.2,1301
tt5774874,8.0,1353
tt6261578,7.7,1188
tt6261580,7.9,1178
tt6261582,7.7,1149
tt6261584,8.2,1180
tt6261586,7.8,1132
tt1832382,8.3,244484
tt6263000,7.7,1114
tt6263002,7.5,1087
tt6263006,7.8,1095
tt6263008,8.1,1164
tt6263014,8.6,1252
tt6263012,8.0,1082
tt5780828,8.1,1153
